"s_no","Company","TypeName","Inches","resolution_width","resolution_height","resolution_category","PPI","is_touch_screen","cpu_brand","cpu_name","cpu_speed","cpu_series","cpu_tier","Ram(Gb)","memory_type","primary_storage","secondary_storage","gpu_brand","gpu_name","OpSys","Weight(kg)","Price","price_segment"
1171,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",16,"SSD",512,0,"Intel"," UHD Graphics 620","windows",2.1,61752.0,"upper_mid_range"
1172,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3050 ",1.6,"Celeron","Essential",4,"HDD",500,0,"Intel"," HD Graphics","windows",2.2,19660.0,"budget"
1173,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","no OS",2.1,21205.0,"budget"
1174,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce 940MX","no OS",2.2,37776.0,"mid_range"
1175,"Asus","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.0,40972.0,"mid_range"
1176,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",4,"Hybrid",1024,0,"Intel"," HD Graphics 520","windows",2.32,43956.0,"mid_range"
1177,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," GeForce GTX 960","windows",3.31,69530.0,"upper_mid_range"
1178,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 970M","windows",1.91,114732.0,"premium"
1179,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6100U ",2.3,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.07,34632.0,"mid_range"
1180,"Lenovo","2 in 1 Convertible",14.0,2560,1440,"2K",210,1,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.36,87219.0,"premium"
1181,"Lenovo","Ultrabook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",6,"SSD",256,0,"Nvidia"," GeForce 920M","windows",1.54,44276.0,"mid_range"
1182,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," GeForce GT 940MX","linux",1.98,47686.0,"mid_range"
1183,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3350 ",2.0,"Celeron","Essential",4,"HDD",500,0,"Intel"," HD Graphics 500","windows",2.1,17742.0,"budget"
1184,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",6,"HDD",1024,0,"Nvidia"," GeForce GTX 960M","windows",2.18,42571.0,"mid_range"
1185,"Asus","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"Hybrid",256,1024,"Nvidia"," GeForce GTX 960M","windows",2.591,48432.0,"mid_range"
1186,"Dell","2 in 1 Convertible",15.6,1920,1080,"Full HD",141,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 620","windows",2.09,62817.0,"upper_mid_range"
1187,"Acer","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"SSD",256,0,"Nvidia"," GeForce 940MX","windows",2.23,36816.0,"mid_range"
1188,"Dell","Ultrabook",13.3,3200,1800,"4K",276,1,"Intel"," Core i5 6300U ",2.4,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","linux",1.23,58555.0,"upper_mid_range"
1189,"Acer","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1070","windows",4.2,138475.0,"premium"
1190,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Nvidia"," GeForce GTX 1050","windows",2.4,43636.0,"mid_range"
1191,"Samsung","2 in 1 Convertible",12.3,2400,1600,"2K",235,1,"Samsung"," Cortex A72&A53 ",2.0,"Other","Uncategorized",4,"Flash storage",32,0,"ARM"," Mali T860 MP4","other",1.15,35112.0,"mid_range"
1192,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 620","windows",1.86,25841.0,"budget"
1193,"Apple","Ultrabook",12.0,2304,1440,"2K",226,0,"Intel"," Core M ",1.1,"Other","Uncategorized",8,"Flash storage",256,0,"Intel"," HD Graphics 5300","macos",0.92,61965.0,"upper_mid_range"
1194,"Dell","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.6,63883.0,"upper_mid_range"
1195,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",12,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050","windows",2.21,70703.0,"upper_mid_range"
1196,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"AMD"," Radeon R5 M430","no OS",1.9,19607.0,"budget"
1197,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",512,1024,"Nvidia"," GeForce GTX 980M","windows",4.3,114552.0,"premium"
1198,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3350 ",2.0,"Celeron","Essential",4,"HDD",1024,0,"Intel"," HD Graphics 500","linux",2.1,14492.0,"budget"
1199,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",2.43,109165.0,"premium"
1200,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"SSD",128,0,"AMD"," Radeon R7 M440","windows",2.3,26587.0,"budget"
1201,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"HDD",500,0,"Nvidia"," GeForce 920MX","no OS",2.2,33513.0,"mid_range"
1203,"Dell","Ultrabook",13.3,3200,1800,"4K",276,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.2,142790.0,"premium"
1204,"Asus","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce GTX 1060","windows",2.2,62284.0,"upper_mid_range"
1205,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"AMD"," Radeon R7 M445","windows",2.36,47366.0,"mid_range"
1206,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.91,30849.0,"budget"
1207,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"AMD"," E-Series 9000 ",2.2,"E-Series","Essential",4,"HDD",500,0,"AMD"," Radeon R2 Graphics","windows",2.2,15931.0,"budget"
1208,"Acer","Notebook",17.3,1600,900,"HD",106,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",8,"HDD",1024,0,"Nvidia"," GeForce 940MX","windows",3.3,33513.0,"mid_range"
1209,"Asus","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1070","windows",2.2,130483.0,"premium"
1210,"Apple","Ultrabook",12.0,2304,1440,"2K",226,0,"Intel"," Core M ",1.2,"Other","Uncategorized",8,"Flash storage",512,0,"Intel"," HD Graphics 515","macos",0.92,68145.0,"upper_mid_range"
1211,"Asus","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1060","windows",2.2,93187.0,"premium"
1212,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",2.43,103842.0,"premium"
1213,"Dell","2 in 1 Convertible",15.6,1920,1080,"Full HD",141,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.191,53227.0,"upper_mid_range"
1214,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",2.9,103843.0,"premium"
1215,"Acer","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Celeron Dual Core 3205U ",1.5,"Celeron","Essential",2,"SSD",32,0,"Intel"," HD Graphics","other",1.3,9271.0,"budget"
1216,"Acer","Notebook",17.3,1600,900,"HD",106,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"Nvidia"," GeForce 940MX","windows",3.3,31861.0,"budget"
1217,"Lenovo","Notebook",17.3,1600,900,"HD",106,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Intel"," HD Graphics 620","no OS",2.8,28718.0,"budget"
1218,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 960<U+039C>","windows",2.6,67772.0,"upper_mid_range"
1219,"Acer","2 in 1 Convertible",14.0,1920,1080,"Full HD",157,1,"Intel"," Core i7 7Y75 ",1.3,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 615","windows",1.2,61219.0,"upper_mid_range"
1220,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6600U ",2.6,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",2.3,81465.0,"premium"
1221,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1060","windows",2.2,78647.0,"upper_mid_range"
1222,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A12-Series 9720P ",2.7,"A12","Standard",6,"HDD",1024,0,"AMD"," Radeon 530","windows",2.1,28185.0,"budget"
1223,"Dell","Ultrabook",12.5,1920,1080,"Full HD",176,1,"Intel"," Core i5 6300U ",2.4,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.26,91288.0,"premium"
1224,"Dell","2 in 1 Convertible",15.0,1920,1080,"Full HD",147,1,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 620","windows",2.08,27120.0,"budget"
1225,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Pentium Quad Core N3710 ",1.6,"Pentium","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 405","windows",2.65,16464.0,"budget"
1226,"Dell","Ultrabook",13.3,3200,1800,"4K",276,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.29,78695.0,"upper_mid_range"
1227,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",1024,0,"Intel"," HD Graphics 520","linux",2.18,27805.0,"budget"
1228,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,1,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 960M","windows",2.6,54825.0,"upper_mid_range"
1229,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050","windows",2.2,61219.0,"upper_mid_range"
1230,"Lenovo","Netbook",12.5,1920,1080,"Full HD",176,1,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 520","windows",1.3,87912.0,"premium"
1231,"Razer","Gaming",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"SSD",1024,0,"Nvidia"," GeForce GTX 1060","windows",1.95,186427.0,"ultra_premium"
1232,"Dell","Notebook",15.6,1366,768,"HD",100,1,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",8,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.3,24989.0,"budget"
1233,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",2.7,85141.0,"premium"
1234,"Apple","Ultrabook",11.6,1366,768,"HD",135,0,"Intel"," Core i5 ",1.6,"Core i5","Performance",4,"Flash storage",256,0,"Intel"," HD Graphics 6000","macos",1.08,51096.0,"mid_range"
1235,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 520","windows",2.1,25468.0,"budget"
1236,"HP","Ultrabook",14.0,2560,1440,"2K",210,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.54,117120.0,"premium"
1237,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.24,39267.0,"mid_range"
1238,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 960M","windows",2.3,62284.0,"upper_mid_range"
1239,"Lenovo","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.4,79867.0,"upper_mid_range"
1240,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A12-Series 9720P ",3.6,"A12","Standard",6,"SSD",256,0,"AMD"," Radeon 530","windows",2.2,31839.0,"budget"
1241,"Asus","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.45,68198.0,"upper_mid_range"
1242,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","linux",2.4,19277.0,"budget"
1243,"Dell","2 in 1 Convertible",17.3,1920,1080,"Full HD",127,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," GeForce 940MX","windows",2.77,95851.0,"premium"
1244,"HP","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.54,58607.0,"upper_mid_range"
1246,"Dell","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 620","windows",1.6,46620.0,"mid_range"
1247,"Asus","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1070","windows",2.34,123876.0,"premium"
1248,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","no OS",2.3,30529.0,"budget"
1249,"Dell","2 in 1 Convertible",13.3,3200,1800,"4K",276,1,"Intel"," Core i5 7Y54 ",1.2,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 615","windows",1.24,96597.0,"premium"
1250,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Pentium Quad Core N3710 ",1.6,"Pentium","Standard",4,"HDD",500,0,"Intel"," HD Graphics","linux",2.2,17263.0,"budget"
1251,"HP","Notebook",15.6,1366,768,"HD",100,0,"AMD"," A6-Series 9220 ",2.5,"A6","Standard",4,"HDD",500,0,"AMD"," Radeon R4 Graphics","windows",1.86,21259.0,"budget"
1252,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 6100U ",2.3,"Core i3","Standard",6,"SSD",128,0,"Nvidia"," GeForce 920MX","windows",2.4,30316.0,"budget"
1253,"Lenovo","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.9,57116.0,"upper_mid_range"
1254,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Pentium Quad Core N3700 ",1.6,"Pentium","Standard",4,"HDD",500,0,"Intel"," HD Graphics","windows",2.2,23656.0,"budget"
1255,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"HDD",1024,0,"Intel"," HD Graphics 500","windows",2.0,18062.0,"budget"
1256,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 970M","windows",4.0,101232.0,"premium"
1257,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.29,26107.0,"budget"
1258,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"Hybrid",1024,0,"AMD"," Radeon R5 M330","windows",2.32,47686.0,"mid_range"
1259,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 960M","windows",2.4,65481.0,"upper_mid_range"
1260,"Lenovo","2 in 1 Convertible",14.0,1920,1080,"Full HD",157,1,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",1.8,44383.0,"mid_range"
1261,"Asus","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core M 6Y30 ",0.9,"Other","Uncategorized",8,"SSD",512,0,"Intel"," HD Graphics 515","windows",1.2,38841.0,"mid_range"
1262,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",6,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.3,24456.0,"budget"
1263,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",4,"HDD",500,0,"Intel"," HD Graphics 400","linux",2.4,15398.0,"budget"
1264,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3050 ",1.6,"Celeron","Essential",2,"HDD",500,0,"Intel"," HD Graphics","windows",2.2,20193.0,"budget"
1265,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce GTX 960M","windows",2.6,47899.0,"mid_range"
1266,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A9-Series 9410 ",2.9,"A9","Standard",6,"Hybrid",1024,0,"AMD"," Radeon R7 M440","windows",2.04,29303.0,"budget"
1267,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"AMD"," Radeon R5 M430","linux",2.3,42943.0,"mid_range"
1268,"HP","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",2,"Flash storage",32,0,"Intel"," HD Graphics 400","windows",1.17,11136.0,"budget"
1269,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",4,"HDD",500,0,"Nvidia"," GeForce 920M","windows",2.2,38379.0,"mid_range"
1270,"Lenovo","2 in 1 Convertible",14.0,1920,1080,"Full HD",157,1,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",1.8,33993.0,"mid_range"
1271,"Lenovo","2 in 1 Convertible",13.3,3200,1800,"4K",276,1,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 520","windows",1.3,79867.0,"upper_mid_range"
1272,"Lenovo","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Celeron Dual Core N3050 ",1.6,"Celeron","Essential",2,"Flash storage",64,0,"Intel"," HD Graphics","windows",1.5,12201.0,"budget"
1273,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",6,"HDD",1024,0,"AMD"," Radeon R5 M330","windows",2.19,40706.0,"mid_range"
1274,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3050 ",1.6,"Celeron","Essential",4,"HDD",500,0,"Intel"," HD Graphics","windows",2.2,19660.0,"budget"
1275,"Asus","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core M 6Y30 ",0.9,"Other","Uncategorized",8,"SSD",512,0,"Intel"," HD Graphics 515","windows",1.2,38841.0,"mid_range"
1276,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",6,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.3,24456.0,"budget"
1277,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",4,"HDD",500,0,"Intel"," HD Graphics 400","linux",2.4,15398.0,"budget"
1278,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3050 ",1.6,"Celeron","Essential",2,"HDD",500,0,"Intel"," HD Graphics","windows",2.2,20193.0,"budget"
1279,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce GTX 960M","windows",2.6,47899.0,"mid_range"
1280,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A9-Series 9410 ",2.9,"A9","Standard",6,"Hybrid",1024,0,"AMD"," Radeon R7 M440","windows",2.04,29303.0,"budget"
1281,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"AMD"," Radeon R5 M430","linux",2.3,42943.0,"mid_range"
1282,"HP","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",2,"Flash storage",32,0,"Intel"," HD Graphics 400","windows",1.17,11136.0,"budget"
1283,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",4,"HDD",500,0,"Nvidia"," GeForce 920M","windows",2.2,38379.0,"mid_range"
1284,"Lenovo","2 in 1 Convertible",14.0,1920,1080,"Full HD",157,1,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",1.8,33993.0,"mid_range"
1285,"Lenovo","2 in 1 Convertible",13.3,3200,1800,"4K",276,1,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 520","windows",1.3,79867.0,"upper_mid_range"
1286,"Lenovo","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Celeron Dual Core N3050 ",1.6,"Celeron","Essential",2,"Flash storage",64,0,"Intel"," HD Graphics","windows",1.5,12201.0,"budget"
1287,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",6,"HDD",1024,0,"AMD"," Radeon R5 M330","windows",2.19,40706.0,"mid_range"
1288,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3050 ",1.6,"Celeron","Essential",4,"HDD",500,0,"Intel"," HD Graphics","windows",2.2,19660.0,"budget"
1289,"Asus","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core M 6Y30 ",0.9,"Other","Uncategorized",8,"SSD",512,0,"Intel"," HD Graphics 515","windows",1.2,38841.0,"mid_range"
1290,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",6,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.3,24456.0,"budget"
1291,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",4,"HDD",500,0,"Intel"," HD Graphics 400","linux",2.4,15398.0,"budget"
1292,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3050 ",1.6,"Celeron","Essential",2,"HDD",500,0,"Intel"," HD Graphics","windows",2.2,20193.0,"budget"
1293,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce GTX 960M","windows",2.6,47899.0,"mid_range"
1294,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A9-Series 9410 ",2.9,"A9","Standard",6,"Hybrid",1024,0,"AMD"," Radeon R7 M440","windows",2.04,29303.0,"budget"
1295,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"AMD"," Radeon R5 M430","linux",2.3,42943.0,"mid_range"
